"123_part1" "123_part2" "belov_part1" "belov_part2" "erkhov_part1" "erkhov_part2" "gasparov_part1" "gasparov_part2" "gasparov_part3" "gasparov_part4" "karelsky_part1" "karelsky_part2" "karelsky_part3" "karelsky_part4" "sanovich_part1" "sanovich_part2" "shishkin_part1" "shishkin_part2" "smirnov_part1" "smirnov_part2"
"поклясться" 0 0 0 0 0 0 0.01 0.02 0.01 0 0.01 0 0.01 0.02 0 0 0 0.01 0.01 0
"поколение" 0.01 0.01 0 0 0 0 0 0.01 0 0.03 0 0 0 0 0.01 0 0.01 0 0.02 0
"покорять" 0.01 0 0 0 0 0 0.01 0 0 0.04 0 0.02 0.01 0.01 0 0 0 0 0 0
"покупка" 0.01 0.01 0 0.01 0 0 0 0 0.01 0 0.01 0 0 0 0 0 0.01 0.01 0.03 0
"полагаться" 0 0 0 0 0 0 0.03 0.01 0 0.02 0 0 0.03 0 0 0 0 0 0 0.01
"политика" 0 0 0 0 0 0.01 0.02 0 0 0.03 0 0 0 0 0 0 0.03 0.01 0 0
"помещать" 0.01 0 0.01 0.03 0.01 0.01 0 0 0.01 0 0 0 0 0 0 0 0 0 0.02 0
"порок" 0 0 0 0 0.02 0.03 0.01 0 0.01 0 0 0 0 0.02 0 0 0 0 0.01 0
"поручать" 0.01 0 0 0.01 0 0 0 0 0.01 0 0 0.02 0 0 0.01 0 0.01 0.01 0 0.02
"пост" 0 0 0 0 0.01 0 0 0 0 0.01 0 0 0 0.01 0 0 0 0 0.05 0.02
"предательство" 0 0 0 0.01 0 0 0 0 0 0 0 0 0.07 0 0.01 0.01 0 0 0 0
"предводитель" 0 0.01 0 0 0 0 0 0 0 0 0 0 0 0.01 0 0.02 0 0 0 0.06
"представление" 0 0.02 0 0 0 0.01 0 0 0 0 0 0.01 0.01 0.01 0.01 0 0.01 0 0.01 0.01
"преподносить" 0 0 0.01 0 0.01 0 0 0 0 0 0.01 0.03 0 0.01 0.01 0 0 0 0.02 0
"приговаривать" 0 0.01 0.01 0 0 0.01 0.01 0 0.01 0 0 0.01 0.03 0 0 0 0 0 0.01 0
"признание" 0.03 0.02 0 0.01 0 0.01 0 0 0 0 0 0.02 0 0 0.01 0 0 0 0 0
"приказчик" 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0.01 0.01 0.06 0 0 0 0
"пристав" 0.04 0 0 0 0.01 0 0 0 0 0 0 0.04 0 0.01 0 0 0 0 0 0
"пробовать" 0.01 0 0 0.01 0 0.01 0 0 0 0 0.03 0.01 0 0.01 0.01 0 0 0 0 0.01
"прокурор" 0.01 0.02 0 0.06 0 0.01 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"просперый" 0 0.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"проститутка" 0 0 0.01 0 0 0 0 0 0 0 0.03 0 0 0.02 0 0.04 0 0 0 0
"противиться" 0 0 0 0.01 0.01 0 0 0.02 0 0 0 0.01 0 0 0 0 0 0.01 0.01 0.03
"процесс" 0 0.04 0 0 0 0 0 0 0 0 0.02 0.02 0 0 0 0.01 0.01 0 0 0
"пруить" 0 0 0.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"пэй" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1 0
"радостно" 0.01 0 0.01 0 0 0 0.01 0.01 0.02 0 0.01 0 0 0 0 0 0 0 0 0.03
"разбогатеть" 0 0 0 0 0 0 0 0 0.03 0.01 0.03 0 0 0 0 0.01 0 0.01 0 0.01
"раздавать" 0 0 0.01 0 0.03 0.02 0 0 0 0 0 0 0 0.01 0 0.01 0 0 0.02 0
"разрешение" 0 0 0.02 0.01 0 0 0 0 0 0 0.01 0 0 0.01 0.01 0.02 0 0 0 0.02
"рать" 0 0 0 0 0 0 0.02 0.02 0 0 0 0 0.02 0.04 0 0 0 0 0 0
"револьвер" 0.03 0 0 0.03 0 0 0 0 0 0 0.03 0 0 0 0 0 0.01 0 0 0
"республика" 0.01 0 0.01 0 0 0 0 0 0 0.02 0.01 0 0.05 0 0 0 0 0 0 0
"родить" 0 0 0 0 0 0 0 0.03 0 0.01 0.01 0 0.01 0 0 0.01 0 0 0.03 0
"роды" 0 0 0.01 0.01 0 0.01 0 0 0.02 0 0.01 0 0 0.01 0 0 0 0 0 0.03
"роланд" 0 0 0 0 0 0 0.1 0 0 0 0 0 0 0 0 0 0 0 0 0
"руководство" 0 0.02 0 0.01 0 0 0 0 0 0 0.01 0 0 0 0.02 0.01 0 0.03 0 0
"санчо" 0 0 0 0 0 0 0 0 0 0 0 0 0.1 0 0 0 0 0 0 0
"сводить" 0 0.01 0.01 0 0 0.01 0 0 0 0 0.01 0.01 0.01 0 0.02 0.01 0 0 0.01 0
"сводник" 0 0 0 0 0 0 0 0 0.1 0 0 0 0 0 0 0 0 0 0 0
"сельский" 0 0 0 0.01 0 0 0.01 0 0.02 0.01 0.02 0 0 0.01 0 0 0.01 0.01 0 0
"система" 0 0 0 0.01 0 0.03 0 0 0 0 0 0 0 0 0 0.01 0 0.05 0 0
"ситуация" 0 0.03 0.01 0.02 0 0 0 0 0 0 0 0.01 0 0 0 0 0.03 0 0 0
"сказочный" 0 0 0 0 0.01 0 0.01 0.03 0.03 0 0 0 0 0 0 0 0.01 0.01 0 0
"слегка" 0 0.01 0.01 0.01 0.01 0 0 0 0 0 0.02 0.02 0.01 0 0 0.01 0 0 0 0
"смердяков" 0.04 0.06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"смертельный" 0 0 0 0 0 0 0 0 0 0.01 0 0.01 0.03 0.02 0 0.01 0.01 0.01 0 0
"смех" 0.01 0 0 0 0 0 0 0 0 0 0.01 0.03 0.01 0 0.01 0.01 0 0 0 0.02
"смолян" 0 0.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"сознаваться" 0 0 0 0 0 0 0 0 0 0 0 0.02 0.01 0 0 0.01 0 0 0.02 0.04
"созывать" 0 0.01 0 0 0 0 0.01 0.02 0 0 0 0 0.01 0.02 0 0 0 0.02 0 0.01
"сократ" 0 0 0 0 0 0 0.1 0 0 0 0 0 0 0 0 0 0 0 0 0
"сопротивление" 0.01 0 0.02 0.02 0.02 0.01 0 0 0 0 0 0 0 0 0.01 0.01 0 0 0 0
"соседство" 0 0 0 0.01 0 0 0 0 0.02 0 0 0 0.01 0.01 0 0.02 0 0 0.02 0.01
"сосий" 0 0 0 0 0 0 0 0 0.1 0 0 0 0 0 0 0 0 0 0 0
"сосна" 0 0 0 0 0 0 0 0.02 0.01 0 0 0 0 0 0.01 0.06 0 0 0 0
"софокл" 0 0 0 0 0 0 0.03 0 0.02 0.05 0 0 0 0 0 0 0 0 0 0
"сочувствие" 0.01 0 0 0 0.01 0.01 0 0.01 0 0.02 0 0 0 0 0.01 0.01 0.01 0.01 0 0
"специалист" 0 0.01 0.01 0 0 0 0 0 0 0 0.02 0 0 0 0.02 0.02 0.01 0.01 0 0
"способность" 0 0.02 0 0 0.01 0.01 0 0 0 0.01 0.01 0.01 0 0 0 0 0.01 0 0.02 0
"споуд" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1 0 0 0
"споуда" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1 0 0 0
"спрятаться" 0.01 0 0.01 0 0 0.01 0 0.01 0 0 0 0 0 0 0.02 0 0.04 0 0 0
"спускать" 0 0 0 0 0 0 0 0.01 0 0 0 0 0 0.01 0.06 0 0.01 0 0 0.01
"староста" 0 0 0 0 0 0.09 0 0 0 0 0 0.01 0 0 0 0 0 0 0 0
"ствол" 0 0 0 0 0 0.01 0 0 0.04 0.01 0 0 0 0 0.03 0.01 0 0 0 0
"сторож" 0.03 0 0 0 0.01 0 0.01 0 0 0.03 0 0 0 0.01 0 0.01 0 0 0 0
"строго" 0.01 0 0 0 0.01 0.01 0 0 0 0 0 0.01 0 0 0 0 0.02 0.01 0.01 0.02
"судить" 0 0 0 0 0.02 0.02 0.01 0 0 0.01 0 0 0.01 0 0 0 0 0.02 0 0.01
"сундук" 0 0 0 0 0 0 0.01 0 0 0 0 0.05 0 0.02 0 0 0.01 0 0 0.01
"супермаркет" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1 0 0 0 0
"таврида" 0 0 0 0 0 0 0 0.09 0.01 0 0 0 0 0 0 0 0 0 0 0
"таинственный" 0 0 0 0.01 0 0.02 0 0 0 0 0.01 0.01 0.01 0 0 0 0.02 0.01 0.01 0
"талант" 0 0 0.01 0 0 0.03 0 0 0 0.01 0.01 0 0 0 0 0.01 0 0 0.02 0.01
"тартальон" 0 0 0 0 0 0 0 0 0 0 0 0 0.1 0 0 0 0 0 0 0
"твердить" 0 0 0 0 0 0.04 0 0 0 0.01 0.01 0 0.01 0.02 0 0 0 0 0 0.01
"телевизор" 0 0.01 0 0.03 0 0 0 0 0 0 0 0 0 0 0.01 0 0.05 0 0 0
"телем" 0 0 0 0 0 0 0 0.1 0 0 0 0 0 0 0 0 0 0 0 0
"тетка" 0.01 0 0 0.03 0 0 0 0 0 0 0.02 0 0 0 0 0 0.02 0 0.01 0.01
"ткань" 0 0 0 0 0 0 0 0.01 0.04 0 0 0 0 0 0.02 0.02 0.01 0 0 0
"тони" 0 0 0 0 0 0 0 0 0 0 0 0.1 0 0 0 0 0 0 0 0
"торжественно" 0.01 0.01 0 0 0 0 0 0 0 0 0.02 0.03 0.02 0.01 0 0 0 0 0 0
"торнфилд" 0 0 0 0 0 0 0 0 0 0 0.1 0 0 0 0 0 0 0 0 0
"тосковать" 0.01 0.01 0 0 0.01 0.01 0 0.01 0.01 0 0 0 0 0 0 0 0 0 0 0.04
"тоф" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1 0 0 0 0
"тратить" 0 0 0 0 0 0 0 0 0 0.01 0.01 0.03 0.02 0 0 0 0.01 0 0.02 0
"тутти" 0 0.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"тщательно" 0 0 0.01 0.02 0.01 0.01 0 0 0 0 0.02 0.01 0.01 0 0 0.01 0 0 0 0
"увозить" 0.01 0 0.02 0.01 0.01 0.01 0 0 0 0 0 0 0 0 0.02 0.02 0 0 0 0
"уговор" 0.01 0 0 0 0 0 0.04 0.01 0 0 0.01 0.01 0 0 0 0 0 0.01 0 0.01
"укреплять" 0 0 0 0 0.01 0 0 0 0 0 0 0 0.03 0.02 0 0 0.02 0 0.01 0.01
"ураган" 0 0 0.03 0 0 0 0 0.01 0 0 0 0 0 0 0.01 0 0.04 0 0 0.01
"фиванский" 0 0 0 0 0 0 0 0.01 0.03 0.06 0 0 0 0 0 0 0 0 0 0
"филократ" 0 0 0 0 0 0 0 0 0.1 0 0 0 0 0 0 0 0 0 0 0
"форма" 0 0.01 0.01 0.01 0.04 0 0 0 0.01 0 0.01 0 0 0 0 0.01 0 0 0 0
"хватить" 0 0 0 0 0 0.02 0 0.01 0 0 0 0.01 0 0 0.01 0.01 0 0.01 0.02 0.01
"цзычунь" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1 0
"цзянчэн" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1
"цинн" 0 0 0 0 0 0 0 0 0 0 0 0 0.1 0 0 0 0 0 0 0
"черт" 0 0.01 0 0 0 0 0 0 0 0 0.01 0.01 0 0 0 0 0.07 0 0 0
"честно" 0.01 0 0 0.04 0.01 0 0 0 0 0.01 0 0 0 0 0.01 0 0 0 0.02 0
"шея" 0 0 0 0 0.01 0 0.01 0 0.01 0.01 0.02 0 0 0.02 0 0 0.02 0 0 0
"юнона" 0 0 0 0 0 0 0.1 0 0 0 0 0 0 0 0 0 0 0 0 0
"агриппина" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.09 0 0
"адельм" 0 0 0 0 0 0 0 0 0 0 0 0.09 0 0 0 0 0 0 0 0
"алкестид" 0 0 0 0 0 0 0 0 0.09 0 0 0 0 0 0 0 0 0 0 0
"альтоум" 0 0 0 0 0 0 0 0 0 0 0 0.09 0 0 0 0 0 0 0 0
"армида" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.09 0 0 0 0 0 0
"арнерить" 0 0.09 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"банч" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.09 0 0 0 0 0 0
"бесплатенно" 0 0 0 0.01 0.03 0 0.01 0.01 0 0.01 0 0.01 0 0.01 0 0 0 0 0 0
"бессмертие" 0.03 0 0 0 0 0.01 0 0.01 0 0 0 0 0 0 0 0 0 0 0.04 0
"благодарить" 0 0 0 0 0 0 0 0 0.01 0.01 0 0.01 0 0 0.01 0.01 0.01 0 0.02 0.01
"благодетель" 0.02 0.02 0 0 0.01 0 0 0 0 0 0 0.01 0 0.01 0 0 0 0 0.01 0.01
"благословлять" 0.02 0 0 0 0 0.01 0 0 0 0 0 0 0.03 0.03 0 0 0 0 0 0
"блевинс" 0 0 0 0.09 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"большинство" 0 0.01 0 0.04 0 0.01 0 0.02 0 0 0 0 0 0 0 0 0.01 0 0 0
"британик" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.09 0 0
"буйный" 0 0 0 0.04 0 0 0 0.02 0.02 0.01 0 0 0 0 0 0 0 0 0 0
"вадим" 0 0.09 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ведать" 0 0 0.01 0.01 0 0 0 0 0 0.02 0 0 0 0 0 0.01 0 0 0.03 0.01
"величие" 0 0 0 0 0.01 0 0 0 0 0.02 0.01 0 0.05 0 0 0 0 0 0 0
"венеция" 0 0 0 0 0 0 0 0 0 0 0 0.05 0 0.04 0 0 0 0 0 0
"верхом" 0 0 0.01 0.03 0.01 0.01 0.01 0 0 0 0 0 0 0 0 0 0 0.01 0 0.01
"взглядывать" 0 0 0.01 0 0.03 0.03 0 0 0 0 0.01 0 0 0 0 0 0.01 0 0 0
"взор" 0 0 0 0 0 0 0 0 0 0.02 0.03 0 0.01 0.01 0 0.01 0 0 0.01 0
"виновный" 0 0.01 0 0.03 0.01 0 0 0 0 0.02 0 0 0.01 0 0 0 0 0.01 0 0
"висеть" 0 0 0 0 0 0.01 0.01 0 0.01 0 0 0.01 0 0 0.03 0.01 0 0 0.01 0
"владыка" 0 0 0 0 0 0 0 0 0 0 0 0 0.01 0 0 0 0 0 0.04 0.04
"властный" 0 0 0 0.01 0 0.01 0 0.01 0 0 0 0.01 0.01 0 0 0 0.02 0.02 0 0
"вовремя" 0 0 0.02 0.01 0 0 0 0 0.01 0.01 0 0 0.01 0.01 0 0 0.01 0 0 0.01
"возраст" 0 0.03 0 0 0 0 0 0 0.01 0 0.01 0 0.01 0.01 0 0.01 0 0 0.01 0
"вокзал" 0.04 0.03 0.01 0 0 0 0 0 0 0 0 0 0 0 0.01 0 0 0 0 0
"вонзать" 0 0.01 0 0 0 0 0 0.01 0 0.02 0 0 0.01 0 0.02 0.02 0 0 0 0
"ворваться" 0.01 0 0 0 0.01 0.01 0.01 0 0 0 0 0.01 0 0.02 0 0 0 0 0.01 0.01
"выкладывать" 0.03 0.01 0.01 0 0.02 0 0.01 0 0 0 0 0 0 0 0 0 0 0 0.01 0
"вылезать" 0.01 0.01 0 0 0 0 0.01 0 0 0 0 0 0 0 0.05 0 0 0 0 0.01
"выхватывать" 0.02 0 0 0 0 0.01 0.02 0 0 0 0 0 0.01 0 0.01 0 0.01 0.01 0 0
"галлер" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.09 0 0 0
"генри" 0 0 0.09 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"гертруд" 0 0 0 0 0 0.09 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"глупый" 0 0 0 0 0 0.01 0 0.01 0.01 0 0 0.01 0.01 0 0 0 0 0 0.01 0.03
"глухой" 0 0 0 0.02 0 0 0 0 0 0.01 0.02 0.01 0.01 0.01 0 0 0.01 0 0 0
"готовность" 0.02 0.01 0 0 0 0 0.01 0 0 0 0.01 0.03 0 0 0 0 0 0 0.01 0
"гражданин" 0.01 0 0.01 0 0.01 0 0.03 0 0 0.02 0 0 0.01 0 0 0 0 0 0 0
"графиня" 0 0 0 0 0 0 0 0 0 0 0 0.09 0 0 0 0 0 0 0 0
"греков" 0 0 0 0 0 0 0.01 0.04 0.01 0.03 0 0 0 0 0 0 0 0 0 0
"грозный" 0.01 0.01 0.01 0 0 0 0 0 0.01 0 0.04 0 0 0 0 0 0 0.01 0 0
"гуань" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.09 0
"двинуться" 0 0 0 0.01 0 0.02 0 0 0 0 0.01 0 0 0 0 0 0 0 0.03 0.02
"де" 0 0.01 0 0 0 0 0 0 0 0.01 0.03 0.01 0 0 0 0 0 0.02 0 0.01
"делиться" 0.01 0.02 0.01 0.01 0.02 0 0 0 0 0 0 0.01 0.01 0 0 0 0 0 0 0
"джонси" 0 0 0.09 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"дно" 0 0 0 0 0 0.01 0 0 0.01 0.01 0 0.01 0 0 0.03 0 0 0 0 0.02
"добродетель" 0 0 0 0 0 0 0.01 0 0.02 0 0 0 0.01 0.02 0 0 0.01 0.01 0.01 0
"документ" 0.01 0.01 0 0.01 0.02 0 0 0 0 0 0.01 0.02 0 0 0 0 0.01 0 0 0
"домочадец" 0 0 0 0.01 0 0.01 0 0 0.01 0 0 0.02 0.02 0.01 0 0.01 0 0 0 0
"доска" 0.02 0 0 0 0 0.02 0 0 0.01 0 0 0 0 0.01 0.02 0 0 0 0.01 0
"драгоценность" 0 0 0 0.01 0.01 0.01 0 0 0 0 0 0.02 0 0.02 0 0.01 0 0 0.01 0
"драма" 0 0.01 0 0.01 0 0.01 0.02 0 0.02 0 0 0 0 0 0 0 0.01 0.01 0 0
"древность" 0.01 0 0 0 0 0 0 0 0 0 0 0.05 0 0 0 0 0 0 0.02 0.01
"европа" 0 0 0.02 0 0 0.01 0.01 0 0 0 0.03 0 0 0.02 0 0 0 0 0 0
"египетский" 0 0 0 0 0.01 0 0 0.01 0 0.02 0 0.01 0 0.04 0 0 0 0 0 0
"епанчин" 0.09 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"заведение" 0 0 0 0.01 0.01 0 0 0 0 0 0.01 0.01 0 0.01 0 0.01 0.01 0 0.01 0.01
"задерживаться" 0.01 0.02 0.01 0.01 0 0 0 0.01 0 0.01 0.01 0 0 0.01 0 0 0 0 0 0
"заклинание" 0 0 0 0 0 0 0 0 0 0.01 0 0 0.01 0 0 0 0 0 0.02 0.05
"заключение" 0.01 0.01 0 0 0.01 0 0.01 0 0 0 0 0 0 0 0.02 0 0.02 0.01 0 0
"занести" 0.01 0 0.01 0 0 0 0.01 0.04 0 0 0 0.01 0 0 0 0 0 0 0.01 0
"запираться" 0.01 0 0 0.01 0.01 0 0 0 0 0 0.01 0.01 0 0 0 0.03 0.01 0 0 0
"заявление" 0.01 0 0 0.02 0 0 0 0 0 0 0 0.02 0.01 0.02 0.01 0 0 0 0 0
"здоровый" 0 0.01 0 0 0.01 0 0 0 0 0 0.01 0 0.01 0.01 0 0 0.02 0.01 0 0.01
"здоровье" 0 0.01 0.01 0 0 0.01 0 0 0 0 0.01 0 0.01 0 0 0.01 0 0.01 0.01 0.01
"зеркало" 0 0 0.01 0 0.01 0.01 0 0.01 0 0 0 0 0 0 0.05 0 0 0 0 0
"злобный" 0 0 0 0 0 0 0 0 0 0 0.02 0.01 0 0.01 0.01 0 0.01 0.01 0.02 0
"избивать" 0.02 0.01 0 0 0 0 0 0 0 0 0 0 0 0.01 0 0.02 0 0 0.01 0.02
"индия" 0 0 0 0 0 0 0 0 0.01 0 0.02 0.01 0 0 0 0 0 0.03 0 0.02
"интересный" 0 0.01 0 0 0.01 0.01 0 0 0 0 0.02 0.01 0 0 0.01 0 0 0.02 0 0
"информация" 0.02 0 0.01 0 0 0 0 0 0 0 0 0 0 0 0 0 0.03 0.03 0 0
"исмен" 0 0 0 0 0 0 0 0 0 0.07 0 0 0 0.02 0 0 0 0 0 0
"исход" 0 0.01 0 0 0 0.02 0.01 0 0 0 0 0 0.03 0.01 0 0.01 0 0 0 0
"исходить" 0 0 0.01 0 0 0.01 0 0 0 0 0.01 0 0.02 0.01 0 0 0.01 0 0.02 0
"кальмон" 0 0 0 0 0 0 0 0 0 0 0 0 0.09 0 0 0 0 0 0 0
"карамазов" 0.07 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"карла" 0 0 0 0 0 0.02 0.06 0 0 0 0 0 0 0 0 0 0 0.01 0 0
"кашкин" 0.09 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"кимоно" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.06 0.03 0 0 0 0
"кит" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.09 0 0 0 0
"клетка" 0 0.04 0 0 0 0.01 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0.02
"коварный" 0 0 0 0 0 0 0.02 0.01 0 0 0 0.01 0 0 0 0 0 0 0.03 0.02
"колдунья" 0 0 0 0 0 0 0.01 0.04 0 0 0 0 0 0 0 0 0 0 0 0.04
"колонна" 0 0 0 0 0 0.01 0 0.03 0.04 0 0 0.01 0 0 0 0 0 0 0 0
"кошелек" 0 0.01 0 0.01 0 0 0 0 0 0 0 0.02 0.02 0 0 0 0.03 0 0 0
"крепкий" 0 0.01 0 0 0 0 0.03 0 0.01 0 0.02 0 0 0 0 0 0 0.01 0.01 0
"крона" 0 0 0 0 0.01 0 0.07 0 0 0.01 0 0 0 0 0 0 0 0 0 0
"крофт" 0 0 0 0.09 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"круг" 0 0 0.01 0.01 0 0 0 0 0 0 0.03 0 0.02 0 0 0.01 0 0.01 0 0
"кругом" 0 0 0 0 0 0 0 0 0.04 0 0 0 0 0.01 0.02 0 0.01 0 0 0.01
"курс" 0.01 0.01 0.01 0.01 0 0.01 0 0 0 0 0.03 0 0 0 0 0 0.01 0 0 0
"левит" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.09 0 0
"леон" 0 0 0 0 0 0 0.09 0 0 0 0 0 0 0 0 0 0 0 0 0
"лесной" 0 0 0.03 0 0.03 0 0.01 0 0 0 0 0 0 0.01 0 0 0.01 0 0 0
"лиса" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.09
"лисистрат" 0 0 0 0 0 0 0.09 0 0 0 0 0 0 0 0 0 0 0 0 0
"ловко" 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0.03 0 0 0.01 0 0.01 0.02
"ложе" 0 0 0 0 0 0 0 0.02 0.02 0.02 0 0 0.01 0 0 0 0 0 0.01 0.01
"лотос" 0 0 0 0 0 0.01 0 0.03 0 0 0 0 0 0 0 0 0.01 0 0.02 0.02
"луна" 0 0 0.02 0 0 0 0.03 0 0.01 0.01 0 0 0 0 0 0 0 0 0.01 0.01
"любоваться" 0 0 0 0 0.01 0 0.01 0.02 0.02 0 0 0 0 0 0.02 0.01 0 0 0 0
"мао" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.09
"медный" 0 0 0 0 0 0 0 0.02 0 0.06 0 0 0 0.01 0 0 0 0 0 0
"меркурий" 0 0 0 0 0 0 0.01 0 0.07 0 0 0 0 0 0 0 0 0.01 0 0
"мина" 0 0 0 0 0 0 0 0 0 0 0 0 0.01 0 0 0 0 0 0.08 0
"многочисленный" 0 0 0.03 0.01 0 0 0 0 0 0 0 0 0.02 0 0.01 0 0 0 0.02 0
"мозес" 0 0 0 0 0 0 0 0 0 0 0.09 0 0 0 0 0 0 0 0 0
"молиться" 0.01 0 0 0 0 0 0 0.02 0 0.02 0 0 0 0 0 0 0 0.01 0.01 0.02
"молчание" 0.02 0.02 0 0.01 0 0 0 0.01 0 0 0 0.02 0 0 0 0 0 0 0.01 0
"монета" 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0.01 0 0 0.02 0 0.02 0.02
"монолог" 0 0.01 0 0 0 0.03 0 0.01 0.02 0 0 0.01 0 0 0 0 0.01 0 0 0
"моррис" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.09 0 0
"мрачный" 0.02 0 0.01 0 0 0 0 0 0.01 0 0.01 0.01 0.01 0.01 0 0 0 0 0.01 0
"муль" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.09 0 0 0
"мчаться" 0.02 0 0 0 0 0 0.01 0 0 0.01 0 0 0 0 0.01 0 0 0.03 0 0.01
"налет" 0.02 0 0.03 0 0 0 0 0 0 0 0 0 0 0.01 0 0.03 0 0 0 0
"налетчик" 0.09 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"нанимать" 0 0 0 0.03 0 0.01 0 0 0 0 0 0 0 0 0.01 0 0.01 0 0.03 0
"направление" 0 0 0 0.03 0 0.01 0 0 0 0 0.02 0 0 0 0.01 0.01 0.01 0 0 0
"народный" 0 0.01 0 0 0.02 0.03 0 0 0 0.01 0 0 0.01 0 0.01 0 0 0 0 0
"наслаждение" 0 0 0 0.01 0.03 0.01 0 0 0 0 0 0.01 0 0 0.01 0.02 0 0 0 0
"национальный" 0 0 0.01 0.01 0.01 0.01 0 0 0 0 0 0 0 0 0.01 0.02 0.02 0 0 0
"невозможно" 0 0 0.01 0 0 0.03 0.01 0 0 0 0.01 0 0.01 0.01 0 0 0 0 0.01 0
"негр" 0 0.02 0 0.01 0 0 0 0 0 0 0 0 0 0.06 0 0 0 0 0 0
"необходимо" 0 0.01 0.01 0.02 0 0 0 0 0 0 0.01 0.02 0 0 0.02 0 0 0 0 0
"нечистый" 0 0 0 0 0 0.01 0 0.01 0 0 0 0 0 0 0 0 0.03 0 0 0.04
"никуда" 0.01 0.01 0 0 0 0.01 0.01 0 0 0 0.01 0 0 0.01 0 0.01 0.01 0 0 0.01
"номер" 0.01 0 0.04 0 0 0 0 0 0 0 0 0 0 0 0.02 0.01 0 0 0.01 0
"обитель" 0 0 0 0.01 0 0 0 0 0.02 0 0 0 0 0.01 0 0 0.03 0.01 0 0.01
"обличать" 0.01 0 0 0 0.04 0.01 0.01 0 0 0 0 0 0.02 0 0 0 0 0 0 0
"обличие" 0 0 0.01 0 0 0 0 0 0 0 0.01 0 0.03 0.01 0.01 0 0 0 0.01 0.01
"обнаженный" 0 0 0 0 0 0.01 0 0 0 0 0 0 0 0 0.04 0.03 0 0 0.01 0
"обрадовать" 0.01 0 0 0 0.01 0 0 0.01 0.01 0 0 0.02 0 0 0 0 0.01 0 0.02 0
"объясняться" 0.01 0 0 0.03 0.03 0 0 0 0 0 0 0 0 0 0.01 0 0 0 0.01 0
"озм" 0 0 0.09 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"опозорить" 0 0.01 0 0 0.01 0 0 0 0 0 0 0.01 0.01 0.03 0.01 0 0 0.01 0 0
"опускаться" 0.01 0.01 0 0 0.01 0 0.02 0.01 0 0.01 0.01 0 0 0.01 0 0 0 0 0 0
"орден" 0 0.01 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.08 0 0 0
"освобождаться" 0.01 0.03 0.01 0 0.01 0 0 0 0 0 0 0 0.01 0 0 0.01 0 0 0 0.01
"освобождение" 0 0.01 0 0.01 0 0.01 0 0 0 0 0.01 0 0 0.01 0.01 0 0.01 0.01 0 0.01
