texts/khosseyni_tysiacha_siiaiushchikh_solntc.txt	Тысяча сияющих солнц	2003	Хоссейни	род. 1965	Читается за 10 минут	8 ч			Американская литература->США
texts/khoffman_zhizn_kak_startap.txt	Жизнь как стартап: строй карьеру по законам Кремниевой долины		Хоффман	род. 1967	Читается за 11 минут	6 ч			Американская литература->США
texts/huh_zhizn_grafa_federigo_konfaloneri.txt	Жизнь графа Федериго Конфалоньери		Хух	1864–1947	Читается за 12 минут				Европейская литература->Немецкая
texts/hagy_kak_byt_interesnym.txt	Как быть интересным: 10 простых шагов		Хэги		Читается за 7 минут	4 ч			Американская литература->США
texts/cvejg_amok.txt	Амок		Цвейг	1881–1942	Читается за 7 минут	1,5 ч	Юрий Зеликсон	239	Европейская литература->Австрийская
texts/cvejg_neterpenie_serdca.txt	Нетерпение сердца		Цвейг	1881–1942	Читается за 15 минут	10 ч			Европейская литература->Австрийская
texts/cvejg_pismo_neznakomki.txt	Письмо незнакомки		Цвейг	1881–1942	Читается за 6 минут	1,5 ч			Европейская литература->Австрийская
texts/cvetaeva_povest_o_sonechke.txt	Повесть о Сонечке		Цветаева	1892–1941	Читается за 5 минут	4 ч	Д. Л. Быков	bykov	Русская литература->19 век
texts/cvetaeva_krysolov.txt	Крысолов		Цветаева	1892–1941	Читается за 5 минут	40 мин	Д. Л. Быков	bykov	Русская литература->19 век
texts/cvetaeva_prikljuchenie.txt	Приключение		Цветаева	1892–1941	Читается за 4 минуты	30 мин			Русская литература->19 век
texts/cukmajer_general_djavola.txt	Генерал дьявола		Цукмайер	1896–1977	Читается за 9 минут				Европейская литература->Немецкая
texts/cukmajer_kapitan_iz_kepenika.txt	Капитан из Кёпеника		Цукмайер	1896–1977	Читается за 10 минут				Европейская литература->Немецкая
texts/cjuj_ju_novie_rasskazy_u_gorjaschego_svetilnika.txt	Новые рассказы у горящего светильника		Цюй	1341–1427	Читается за 6 минут		И. С. Смирнов	smirnov	Прочая литература->Китайская
texts/chaldini_psikhologiia_vliianiia.txt	Психология влияния: как научиться убеждать и добиваться успеха		Чалдини	род. 1945	Читается за 15 минут	12 ч			Американская литература->США
texts/chandler_vechnyj_son.txt	Вечный сон		Чандлер	1888–1959	Читается за 8 минут		С. Б. Белов	belov	Американская литература->США
texts/chapek_voina_s_salamandrami.txt	Война с саламандрами		Чапек	1890–1938	Читается за 7 минут	7 ч			Прочая европейская литература->Чешская
texts/chellini_zhizn_benvenuto_chellini.txt	Жизнь Бенвенуто Челлини		Челлини	1500–1571	Читается за 14 минут	15 ч			Европейская литература->Итальянская
texts/chernyy_kavkazskiy_plennik.txt	Кавказский пленник		Чёрный	1880–1932	Читается за 4 минуты				Русская литература->Советская
texts/chernyshevskij_chto_delat.txt	Что делать?	1871	Чернышевский	1828–1889	Читается за 11 минут	17 ч			Русская литература->19 век
texts/chernyshevskij_russkij_chelovek_na_randevu.txt	Русский человек на rendez-vous	1871	Чернышевский	1828–1889	Читается за 6 минут				Русская литература->19 век
texts/chernyshevskij_prolog.txt	Пролог	1871	Чернышевский	1828–1889	Читается за 8 минут	13 ч			Русская литература->19 век
texts/chesterton_chelovek_kotoryj_byl_chetvergom.txt	Человек, который был Четвергом		Честертон	1874–1936	Читается за 8 минут	4 ч	Л. Б. Шамшин	152	Европейская литература->Британская
